agency_name,agency_telephone,agency_email,agency_website,trusted_choice_url,street,locality,region,postal_code,founding_date,auto_insurance,home_insurance
"Phil Kinney Agency, Inc.",(706) 769-5682,jaime@philkinneyagency.com,http://philkinneyinsurance.com,https://www.trustedchoice.com/agency-profile/959615/phil-kinney-agency-inc/,1031 Park Dr Ste 3,Watkinsville,GA,30677-6060,1984,0,0
BBWH Insurors,(844) 490-0107,bryanburke@bbwhins.com,http://bbwhins.com,https://www.trustedchoice.com/agency-profile/112721/bbwh-insurors/,1208 Merchant Way,Statesboro,GA,30458-0887,1888,1,1
Fairway Insurance Advisors,(844) 728-6595,rusty@fairwayinsuranceadvisors.com,https://www.fairwayinsuranceadvisors.com/,https://www.trustedchoice.com/agency-profile/1199925/fairway-insurance-advisors/,9755 Dogwood Rd Ste 250C,Roswell,GA,30075-7029,2010,1,1
Kammer Financial Group,(844) 303-0503,kkammer@kammerfg.com,https://kammerfg.com/,https://www.trustedchoice.com/agency-profile/1314067/kammer-financial-group/,401 Macy Dr,Roswell,GA,30076-6353,,0,0
"Seibert insurance, Legal and Communication Services d/b/a  Steve Seibert Agency",(404) 239-2233,,http://www.SteveSeibertAgency.com,https://www.trustedchoice.com/agency-profile/1425879/seibert-insurance-legal-and-communication-services-d-b-a-steve-seibert-agency/,760 Old Roswell Rd Ste 348,Roswell,GA,30076-2279,,1,0
Oakbridge Insurance Agency dba Hutchinson Traylor Insurance (Roswell),(770) 993-3550,mfurr@webberinsurance.com,http://www.webberinsurance.com,https://www.trustedchoice.com/agency-profile/112592/oakbridge-insurance-agency-dba-hutchinson-traylor-insurance-roswell/,555 Sun Valley Dr # F-4,Roswell,GA,30076-5612,1977,1,0
"Allen & Furr, Inc.",(770) 587-0246,tcochran@allenandfurr.com,http://www.allenandfurr.com,https://www.trustedchoice.com/agency-profile/112411/allen-furr-inc/,500 Sun Valley Dr Ste E5,Roswell,GA,30076-1481,1981,1,1
Puckett Insurance Agency,(770) 992-8660,,,https://www.trustedchoice.com/agency-profile/112409/puckett-insurance-agency/,1195 Grimes Bridge Rd Ste 1,Roswell,GA,30075-3941,,0,0
Bloom Insurance LLC,(770) 695-0744,,,https://www.trustedchoice.com/agency-profile/1361060/bloom-insurance-llc/,875 Old Roswell Rd Ste A400,Roswell,GA,30076-8604,,0,0
Peachstate Insurance,(770) 998-4656,,http://www.peachstateinsurance.net,https://www.trustedchoice.com/agency-profile/913822/peachstate-insurance/,10479 Alpharetta St Ste 187,Roswell,GA,30075-3764,,1,0
"Marquee Insurance Group, LLC",(678) 483-8151,,http://www.marqueeig.com,https://www.trustedchoice.com/agency-profile/1401879/marquee-insurance-group-llc/,1000 Holcomb Woods Pkwy Ste 315-A,Roswell,GA,30076-2575,,0,0
"Smith Insurance Agency of St. Marys, Inc.",(912) 882-5702,sia@tds.net,,https://www.trustedchoice.com/agency-profile/113003/smith-insurance-agency-of-st-marys-inc/,102 Martha Dr Ste C,Saint Marys,GA,31558-8954,1977,0,0
Crystal Pittman Insurance Agency,(912) 510-3417,crystal.pittmaniiagency@tds.net,,https://www.trustedchoice.com/agency-profile/1137488/crystal-pittman-insurance-agency/,2201 Osborne Rd Ste B,Saint Marys,GA,31558-9166,2015,0,0
Lamb Insurance Services,(912) 882-5656,,http://lambinsurancega.com,https://www.trustedchoice.com/agency-profile/113002/lamb-insurance-services/,87 Hawthorn Ln Ste B,Saint Marys,GA,31558-3878,,1,1
"Scarbrough Insurance Agency, Inc.",(478) 552-5459,,http://www.scarbroughinsurance.com,https://www.trustedchoice.com/agency-profile/276144/scarbrough-insurance-agency-inc/,114 Malone St,Sandersville,GA,31082-1738,,0,0
"Doherty, Duggan, Hart & Tiernan Insurors - Branch in Sandersville",(478) 552-3976,rdoherty@ddhtins.com,http://www.ddhtins.com,https://www.trustedchoice.com/agency-profile/1143197/doherty-duggan-hart-tiernan-insurors-branch-in-sandersville/,215 N Harris St,Sandersville,GA,31082-1773,1950,1,1
"Sammons Insurance, Inc.",(478) 552-2506,,,https://www.trustedchoice.com/agency-profile/769051/sammons-insurance-inc/,131 S Harris St,Sandersville,GA,31082-1740,,0,0
"Lemming Insurance Agency, Inc. dba Hardegree Insurance Agency",(844) 441-7649,judd@hia-ga.com,http://www.hardegreeinsurance.com,https://www.trustedchoice.com/agency-profile/112651/lemming-insurance-agency-inc-dba-hardegree-insurance-agency/,750 Hammond Dr Bldg 19 Ste 200,Sandy Springs,GA,30328-6151,1964,1,1
Flegal Insurance,(706) 866-9750,lanemckown@flegalinsurance.com,http://www.flegalinsurance.com,https://www.trustedchoice.com/agency-profile/238171/flegal-insurance/,214 Andrews St,Rossville,GA,30741-1603,1917,1,0
"Brock Insurance Agency, Inc.",(706) 866-3394,,http://www.brockins.com,https://www.trustedchoice.com/agency-profile/374223/brock-insurance-agency-inc/,823 Chickamauga Ave,Rossville,GA,30741-1476,,0,0
"Flegal Insurance, Inc.",(706) 866-9750,,http://www.flegalinsurance.com,https://www.trustedchoice.com/agency-profile/112823/flegal-insurance-inc/,214 Andrews St,Rossville,GA,30741-1603,,1,0
Tanner Insurance Agency,(833) 276-1627,tannerins@gmail.com,http://www.tannerinsuranceagency.com,https://www.trustedchoice.com/agency-profile/113021/tanner-insurance-agency/,407 Main St N,Pearson,GA,31642,1984,1,0
Lee Hill & Johnston Insurors,(912) 764-9896,,http://www.leehillwebagent4u.com,https://www.trustedchoice.com/agency-profile/112720/lee-hill-johnston-insurors/,212 Savannah Ave,Statesboro,GA,30458-2071,,0,0
Cribb Insurance Agency,(912) 422-7900,,,https://www.trustedchoice.com/agency-profile/144672/cribb-insurance-agency/,117 King St N,Pearson,GA,31642-7741,,0,0
South Georgia Insurance Agency,(229) 213-5101,,http://www.southgeorgiainsurance.com,https://www.trustedchoice.com/agency-profile/1268150/south-georgia-insurance-agency/,130 McLaughlin St SW,Pelham,GA,31779-1647,,0,0
Moore Insurance Agency,(478) 987-1832,,http://www.mooreins.net,https://www.trustedchoice.com/agency-profile/112903/moore-insurance-agency/,1009 Jernigan St,Perry,GA,31069-3325,,0,0
Oakbridge Insurance Agency dba Elwood Waites Insurance,(478) 987-3163,,,https://www.trustedchoice.com/agency-profile/138320/oakbridge-insurance-agency-dba-elwood-waites-insurance/,1219 Macon Rd,Perry,GA,31069-2642,,0,0
"Walker Insurance Agency, Inc.",(478) 987-8000,larry@walkeragencysite.com,http://www.WalkerAgencySite.com,https://www.trustedchoice.com/agency-profile/262611/walker-insurance-agency-inc/,1110 Washington St,Perry,GA,31069-3350,1996,1,1
"Interline Risk Services, Inc.",(912) 330-5250,,http://www.interlinerisk.com,https://www.trustedchoice.com/agency-profile/996522/interline-risk-services-inc/,6 Holmes Ct,Pooler,GA,31322-4800,,0,0
Biltmore Insurance Services & The Dillon Agency,(404) 410-1430,,http://dilloninsllc.com,https://www.trustedchoice.com/agency-profile/1077624/biltmore-insurance-services-the-dillon-agency/,4485 N Town Sq Ste 106,Powder Springs,GA,30127-2242,,0,0
Essigmann & Associates Inc.,(678) 269-6961,,http://www.essigmannins.com,https://www.trustedchoice.com/agency-profile/1349554/essigmann-associates-inc/,3200 Hopeland Industrial Blvd Ste 400,Powder Springs,GA,30127-6051,,1,1
Protecting Families,(678) 499-4832,,http://www.ChasityAWells.com,https://www.trustedchoice.com/agency-profile/1422414/protecting-families/,3721 New Macland Rd # 200-394,Powder Springs,GA,30127-2000,,0,0
Collins Insurance Agency,(912) 557-6351,,,https://www.trustedchoice.com/agency-profile/112716/collins-insurance-agency/,132-B Brazell St.,Reidsville,GA,30453-4448,,0,0
W Brian Threlkeld and Associates,(912) 557-4311,,,https://www.trustedchoice.com/agency-profile/112717/w-brian-threlkeld-and-associates/,108-A Main St,Reidsville,GA,30453-4700,,0,0
"KCAM, LLC dba Richmond Hill Insurance Agency",(912) 756-3315,cbholtzman@clds.net,,https://www.trustedchoice.com/agency-profile/291296/kcam-llc-dba-richmond-hill-insurance-agency/,2409 US Highway 17 Ste B,Richmond Hill,GA,31324-3761,,0,0
Marshall Padgett,(912) 756-6394,tpadgett@padgettinsurance.net,http://www.padgettinsuranceagency.com,https://www.trustedchoice.com/agency-profile/314815/marshall-padgett/,11258 Ford Ave Ste 10,Richmond Hill,GA,31324-8880,1997,1,1
Starr-Matthews Agency,(706) 935-3731,sma@starrmathews.com,http://www.weekspeters.com,https://www.trustedchoice.com/agency-profile/112820/starr-matthews-agency/,7604 Nashville St,Ringgold,GA,30736-2301,2020,1,1
Nathan Dean Agency,(844) 433-9973,alan@nathandeanagency.com,http://nathandeanagency.com/,https://www.trustedchoice.com/agency-profile/367369/nathan-dean-agency/,1105 N Piedmont Ave,Rockmart,GA,30153-1935,1975,1,0
David Dempsey Insurance,(833) 276-1514,dempseyinsurance@comcast.net,http://www.daviddempseyinsurance.com,https://www.trustedchoice.com/agency-profile/1242736/david-dempsey-insurance/,105 E 5th Ave,Rome,GA,30161-3127,1984,0,0
Coosa Valley Financial Group,(844) 735-8550,mark@coosavalley.com,https://www.coosavalley.com/,https://www.trustedchoice.com/agency-profile/1354439/coosa-valley-financial-group/,413 Shorter Ave SW Ste 107,Rome,GA,30165-4292,2010,1,1
Garner and Glover Co,(706) 291-7380,,http://www.garnerandglover.com,https://www.trustedchoice.com/agency-profile/112473/garner-and-glover-co/,135 E 8th Ave,Rome,GA,30161-5203,,0,0
Starr Mathews Agency,(706) 291-0494,sma@starrmathews.com,http://www.starrmathews.com,https://www.trustedchoice.com/agency-profile/137862/starr-mathews-agency/,301 E 2nd Ave,Rome,GA,30161-3221,2020,1,1
Kevin H. Wall Insurance Services LLC dba Gayler & Wall Insurance,(706) 232-8688,,,https://www.trustedchoice.com/agency-profile/1350623/kevin-h-wall-insurance-services-llc-dba-gayler-wall-insurance/,101 Westmore Rd SW,Rome,GA,30165-4235,,0,0
Jones Insurance Agency,(706) 233-9559,,,https://www.trustedchoice.com/agency-profile/284213/jones-insurance-agency/,10 W 8th Ave,Rome,GA,30161-3014,,0,0
"Talley Insurance Services, Inc.",(706) 291-4207,jtalley@talleyinsurance.net,http://www.talleyinsurance.net,https://www.trustedchoice.com/agency-profile/112471/talley-insurance-services-inc/,901 N. Broad St. SE,Rome,GA,30161,,1,0
"Brock Insurance Agency, Inc.",(706) 866-3394,,http://www.brockins.com,https://www.trustedchoice.com/agency-profile/290568/brock-insurance-agency-inc/,823 Chickamauga Ave,Rossville,GA,30741-1476,,0,0
Insurance Professionals of Georgia,(770) 879-3065,,,https://www.trustedchoice.com/agency-profile/1013203/insurance-professionals-of-georgia/,6080 Highway 42 Ste 110,Rex,GA,30273-1274,,0,0
Jowers-Sklar Insurance,(706) 232-9704,elong@jowerssklar.com,http://www.jowerssklar.com,https://www.trustedchoice.com/agency-profile/355455/jowers-sklar-insurance/,706 E 2nd Ave SW,Rome,GA,30161-6124,,0,0
Savannah Insurance Advisors,(833) 276-3182,info@savannahinsuranceadvisors.com,https://savannahinsuranceadvisors.com/,https://www.trustedchoice.com/agency-profile/1296749/savannah-insurance-advisors/,6001 Chatham Center Dr Ste 253,Savannah,GA,31405-1351,2010,0,1
Cornerstone Agency,(770) 413-0807,support@trustedchoice.com,http://www.insurewithcornerstone.com,https://www.trustedchoice.com/agency-profile/954958/cornerstone-agency/,2330 Scenic Hwy S,Snellville,GA,30078-3115,2018,1,0
Assured Partners/Southern Jewelry Insurance,(770) 395-7775,stark@getjewelryinsurance.com,http://www.waainsurance.com,https://www.trustedchoice.com/agency-profile/112610/assured-partners-southern-jewelry-insurance/,2458 Williamsdowns Cir,Snellville,GA,30078-2346,1987,0,0
Greater Atlanta Insurance,(770) 736-8776,greateratlantainsurance@yahoo.com,http://www.greaterinsuranceco.com,https://www.trustedchoice.com/agency-profile/291288/greater-atlanta-insurance/,2336 Wisteria Dr Ste 230,Snellville,GA,30078-6163,1990,0,0
Insurance Network Group LLC,(470) 705-0238,jwalker@insnetworkgroup.com,,https://www.trustedchoice.com/agency-profile/1342302/insurance-network-group-llc/,2386 Clower St Ste C212,Snellville,GA,30078-6154,,0,0
"Jones, Ewing, Dobbs & Tamplin, Inc.",(770) 464-2608,,,https://www.trustedchoice.com/agency-profile/349329/jones-ewing-dobbs-tamplin-inc/,138 S Cherokee Rd,Social Circle,GA,30025-8000,,0,0
S H Hollis Insurance Agency,(706) 444-5781,,,https://www.trustedchoice.com/agency-profile/112909/s-h-hollis-insurance-agency/,12855 Broad St,Sparta,GA,31087-1736,,0,0
Campbell Insurance Services - Branch in Middle GA,(706) 444-5028,,,https://www.trustedchoice.com/agency-profile/1387191/campbell-insurance-services-branch-in-middle-ga/,355 Adams St,Sparta,GA,31087-1938,,0,0
Robinson & Associates Ins,(912) 223-2324,,,https://www.trustedchoice.com/agency-profile/1066582/robinson-associates-ins/,4 Retreat Pl,St Simons Island,GA,31522-2401,,0,0
Oakbridge Insurance Agency dba McGinty-Gordon & Associates (St. Simons),(912) 638-8600,tmikowski@mgassi.com,http://www.mgassi.com,https://www.trustedchoice.com/agency-profile/294626/oakbridge-insurance-agency-dba-mcginty-gordon-associates-st-simons/,225 Marina Dr,St Simons Island,GA,31522-2243,1948,1,0
The Live Oak Agency,(912) 434-4220,,http://Liveoakssi.com,https://www.trustedchoice.com/agency-profile/1392384/the-live-oak-agency/,1700 Frederica Rd Ste 202,St Simons Island,GA,31522-2583,,1,1
Metro Risk Management Group,(404) 549-4594,,http://www.metroriskmanagement.com,https://www.trustedchoice.com/agency-profile/1415126/metro-risk-management-group/,2400 Herodian Way SE Ste 220,Smyrna,GA,30080-8500,,0,0
The Bush Agency,(844) 717-6468,mitchell@thebushagency.com,http://www.thebushagency.com,https://www.trustedchoice.com/agency-profile/1346718/the-bush-agency/,340 Eisenhower Dr Bldg 300 Ste A,Savannah,GA,31406-1600,1982,1,0
"Wilson Insurance and Financial Planning, Inc.",(844) 567-4022,james@wilson-ins.com,http://wilson-ins.com/,https://www.trustedchoice.com/agency-profile/1263810/wilson-insurance-and-financial-planning-inc/,7505 Waters Ave Ste D11,Savannah,GA,31406-3824,1982,0,1
Roundtable Insurance LLC,(770) 726-8700,jackie@theroundtablefirm.com,http://www.theroundtablefirm.com/,https://www.trustedchoice.com/agency-profile/1323817/roundtable-insurance-llc/,2400 Lake Park Dr SE Ste 240,Smyrna,GA,30080-8990,,1,0
Barry Gravitt Agency,(833) 276-2671,barry@gravittagency.com,http://www.gravittagency.com,https://www.trustedchoice.com/agency-profile/1214730/barry-gravitt-agency/,785 King George Blvd Ste 107,Savannah,GA,31419-8376,,1,1
McGriff Insurance Services - Savannah branch on Drayton Street,(912) 544-5050,,,https://www.trustedchoice.com/agency-profile/1358869/mcgriff-insurance-services-savannah-branch-on-drayton-street/,7391 Hodgson Memorial Dr Ste 100,Savannah,GA,31406-2565,,0,0
McGriff Insurance Services - Savannah branch on Victory Drive,(912) 353-3980,,http://www.regions.com,https://www.trustedchoice.com/agency-profile/211538/mcgriff-insurance-services-savannah-branch-on-victory-drive/,2280 E Victory Dr,Savannah,GA,31404-3957,,0,0
Kingery & Company,(912) 692-0201,,http://www.kingeryinsurance.com/,https://www.trustedchoice.com/agency-profile/1352997/kingery-company/,315 Commercial Dr Ste A3,Savannah,GA,31406-3629,,1,1
"Sterling Seacrest Pritchard, Inc. - Branch in Savannah",(912) 544-1900,,http://www.seacrestpartners.com,https://www.trustedchoice.com/agency-profile/724396/sterling-seacrest-pritchard-inc-branch-in-savannah/,1001 Whitaker St,Savannah,GA,31401-6432,,0,0
"Sapelo Creative Insurance Solutions, LLC",(912) 352-3800,,http://www.sapeloins.com,https://www.trustedchoice.com/agency-profile/381346/sapelo-creative-insurance-solutions-llc/,37 W Fairmont Ave Bldg 100,Savannah,GA,31406-3456,,1,0
McGriff Insurance Services - Savannah branch on Hodgson Memorial,(912) 961-4300,,,https://www.trustedchoice.com/agency-profile/136763/mcgriff-insurance-services-savannah-branch-on-hodgson-memorial/,7391 Hodgson Memorial Dr Ste 100,Savannah,GA,31406-2565,,0,0
Bernard Williams and Company,(912) 234-4476,,http://www.thepoweroftheshield.com,https://www.trustedchoice.com/agency-profile/112945/bernard-williams-and-company/,6001 Chatham Center Dr Ste 100,Savannah,GA,31405-7466,,0,0
Sherrill & Company,(912) 353-7200,jackson@sherrillandcompany.com,http://www.sherrillandcompany.com,https://www.trustedchoice.com/agency-profile/112965/sherrill-company/,7805 Waters Ave Ste 11A,Savannah,GA,31406-2445,1987,0,0
Carter Thompson Inc.,(912) 927-2705,,http://www.carterthompsoninsurance.com,https://www.trustedchoice.com/agency-profile/1376038/carter-thompson-inc/,9100 White Bluff Rd Ste 101,Savannah,GA,31406-4673,,1,1
The Hawthorne Agency Inc,(912) 222-6465,hawthorneagencyinc@gmail.com,,https://www.trustedchoice.com/agency-profile/1309145/the-hawthorne-agency-inc/,2483 Demere Rd Ste 201,St Simons Island,GA,31522-1673,,0,0
"Crescent South Agency, Inc.",(844) 407-9644,greg_crook@att.net,http://www.crescentsouth.com,https://www.trustedchoice.com/agency-profile/276162/crescent-south-agency-inc/,7828 Highway 16 Ste 4,Senoia,GA,30276-3620,1995,1,1
"Morris and Templeton Insurance Agency, Inc.",(912) 355-4549,,http://www.morristempleton.com,https://www.trustedchoice.com/agency-profile/112961/morris-and-templeton-insurance-agency-inc/,7180 Hodgson Memorial Dr,Savannah,GA,31406-2532,,1,1
"Love Insurance Agency, Inc.",(912) 925-8111,,,https://www.trustedchoice.com/agency-profile/297849/love-insurance-agency-inc/,10500 Abercorn St,Savannah,GA,31419-1109,,0,0
A J and C Garfunkel,(912) 355-1311,jon@ajcgarfunkel.com,http://www.ajcginsurance.com,https://www.trustedchoice.com/agency-profile/112948/a-j-and-c-garfunkel/,400 Mall Blvd Ste M,Savannah,GA,31406-4820,1908,1,1
"Brennan & Co., LLC",(912) 650-3980,,http://www.bac-ins.com,https://www.trustedchoice.com/agency-profile/713776/brennan-co-llc/,102 E Liberty St Apt 303,Savannah,GA,31401-4400,,0,0
Chatham Insurance Partners,(912) 232-2500,,,https://www.trustedchoice.com/agency-profile/278540/chatham-insurance-partners/,144 Habersham St,Savannah,GA,31401-3823,,0,0
"Corish & Company, Inc.",(912) 354-2424,,http://www.corishinsurance.com,https://www.trustedchoice.com/agency-profile/112956/corish-company-inc/,6811 Waters Ave,Savannah,GA,31406-2719,,0,0
Remer Lane Insurance,(912) 352-4444,,http://www.remerlane.com,https://www.trustedchoice.com/agency-profile/312072/remer-lane-insurance/,8401 Waters Ave,Savannah,GA,31406-4931,,0,0
Lawyer and Associates,(912) 790-2040,,,https://www.trustedchoice.com/agency-profile/1332409/lawyer-and-associates/,1413 Abercorn St,Savannah,GA,31401-7340,,0,0
Thornton Insurance Partners,(912) 429-2933,,http://www.savannahhealthbenefits.com,https://www.trustedchoice.com/agency-profile/1414419/thornton-insurance-partners/,315 Commercial Dr Ste B2,Savannah,GA,31406-3631,,0,0
Cay Insurance Services,(912) 238-0098,,,https://www.trustedchoice.com/agency-profile/761591/cay-insurance-services/,22 Barnard St Ste 210,Savannah,GA,31401-2522,,0,0
Swenson Crop Insurance,(641) 590-4690,,,https://www.trustedchoice.com/agency-profile/1076632/swenson-crop-insurance/,PO Box 109,Rake,IA,50465-0109,,0,0
Winnebago Insurance Agency,(641) 566-3545,,,https://www.trustedchoice.com/agency-profile/827754/winnebago-insurance-agency/,102 S Main St,Rake,IA,50465-7712,,0,0
